service_date,date,bus,rail_boardings,total_rides
09/24/2009,2009-09-24,1099145,712276,1811421
09/25/2009,2009-09-25,1010229,697003,1707232
09/26/2009,2009-09-26,702445,426960,1129405
09/27/2009,2009-09-27,494098,295158,789256
09/28/2009,2009-09-28,1025351,659478,1684829
09/29/2009,2009-09-29,1070466,701863,1772329
09/30/2009,2009-09-30,1092412,723123,1815535
10/01/2009,2009-10-01,1092443,714559,1807002
10/02/2009,2009-10-02,1094376,710954,1805330
10/03/2009,2009-10-03,715566,415308,1130874
10/04/2009,2009-10-04,514280,309529,823809
10/05/2009,2009-10-05,1110701,690993,1801694
10/06/2009,2009-10-06,1071550,693172,1764722
10/07/2009,2009-10-07,1111089,714396,1825485
10/08/2009,2009-10-08,1063003,714502,1777505
10/09/2009,2009-10-09,1023705,689843,1713548
10/10/2009,2009-10-10,676836,433332,1110168
10/11/2009,2009-10-11,436381,428201,864582
10/12/2009,2009-10-12,827772,594084,1421856
10/13/2009,2009-10-13,1102805,706201,1809006
10/14/2009,2009-10-14,1077269,703009,1780278
10/15/2009,2009-10-15,1052994,712178,1765172
10/16/2009,2009-10-16,1067868,708838,1776706
10/17/2009,2009-10-17,692682,420801,1113483
10/18/2009,2009-10-18,494901,296936,791837
10/19/2009,2009-10-19,1094468,697391,1791859
10/20/2009,2009-10-20,1095869,709084,1804953
10/21/2009,2009-10-21,1110910,714863,1825773
10/22/2009,2009-10-22,1051505,708978,1760483
10/23/2009,2009-10-23,932000,664168,1596168
10/24/2009,2009-10-24,672636,394925,1067561
10/25/2009,2009-10-25,471453,278478,749931
10/26/2009,2009-10-26,1045756,673242,1718998
10/27/2009,2009-10-27,1106013,699054,1805067
10/28/2009,2009-10-28,1091208,699543,1790751
10/29/2009,2009-10-29,1096369,715628,1811997
10/30/2009,2009-10-30,1035778,680089,1715867
10/31/2009,2009-10-31,698324,406844,1105168
11/01/2009,2009-11-01,494777,290701,785478
11/02/2009,2009-11-02,1099218,681759,1780977
11/03/2009,2009-11-03,1136686,697012,1833698
11/04/2009,2009-11-04,1105418,695322,1800740
11/05/2009,2009-11-05,1114979,710657,1825636
11/06/2009,2009-11-06,1015815,683216,1699031
11/07/2009,2009-11-07,723832,419045,1142877
11/08/2009,2009-11-08,512125,297504,809629
11/09/2009,2009-11-09,1076270,673433,1749703
11/10/2009,2009-11-10,1090758,686972,1777730
11/11/2009,2009-11-11,908424,620355,1528779
11/12/2009,2009-11-12,1097428,709937,1807365
11/13/2009,2009-11-13,1092994,693142,1786136
11/14/2009,2009-11-14,694924,410234,1105158
11/15/2009,2009-11-15,460225,274484,734709
11/16/2009,2009-11-16,1061332,668884,1730216
11/17/2009,2009-11-17,1060364,677993,1738357
11/18/2009,2009-11-18,1043248,676849,1720097
11/19/2009,2009-11-19,1021173,682045,1703218
11/20/2009,2009-11-20,1105710,692325,1798035
11/21/2009,2009-11-21,702789,482859,1185648
11/22/2009,2009-11-22,485345,297371,782716
11/23/2009,2009-11-23,1073100,665885,1738985
11/24/2009,2009-11-24,1054145,665966,1720111
11/25/2009,2009-11-25,997101,612769,1609870
11/26/2009,2009-11-26,329214,188829,518043
11/27/2009,2009-11-27,647293,378145,1025438
11/28/2009,2009-11-28,587950,342511,930461
11/29/2009,2009-11-29,399383,238190,637573
11/30/2009,2009-11-30,1048329,650622,1698951
12/01/2009,2009-12-01,1130467,682786,1813253
12/02/2009,2009-12-02,1094833,673684,1768517
12/03/2009,2009-12-03,1098849,686030,1784879
12/04/2009,2009-12-04,973336,652626,1625962
12/05/2009,2009-12-05,671524,385396,1056920
12/06/2009,2009-12-06,461240,276654,737894
12/07/2009,2009-12-07,1034149,643604,1677753
12/08/2009,2009-12-08,1031237,661097,1692334
12/09/2009,2009-12-09,985064,649445,1634509
12/10/2009,2009-12-10,875574,598439,1474013
12/11/2009,2009-12-11,980494,627993,1608487
12/12/2009,2009-12-12,653142,371427,1024569
12/13/2009,2009-12-13,457587,265706,723293
12/14/2009,2009-12-14,1003184,616209,1619393
12/15/2009,2009-12-15,988681,619534,1608215
12/16/2009,2009-12-16,968963,614739,1583702
12/17/2009,2009-12-17,995849,624996,1620845
12/18/2009,2009-12-18,1005529,623684,1629213
12/19/2009,2009-12-19,612039,350048,962087
12/20/2009,2009-12-20,441105,257984,699089
12/21/2009,2009-12-21,848265,548679,1396944
12/22/2009,2009-12-22,818602,546637,1365239
12/23/2009,2009-12-23,778855,498841,1277696
12/24/2009,2009-12-24,584096,303611,887707
12/25/2009,2009-12-25,249347,121545,370892
12/26/2009,2009-12-26,464351,237093,701444
12/27/2009,2009-12-27,368183,207527,575710
12/28/2009,2009-12-28,740043,469843,1209886
12/29/2009,2009-12-29,753943,488944,1242887
12/30/2009,2009-12-30,760344,500436,1260780
12/31/2009,2009-12-31,750868,461311,1212179
01/01/2010,2010-01-01,348324,217060,565384
01/02/2010,2010-01-02,484655,264011,748666
01/03/2010,2010-01-03,354762,200944,555706
01/04/2010,2010-01-04,938766,569397,1508163
01/05/2010,2010-01-05,970860,589044,1559904
01/06/2010,2010-01-06,980962,598511,1579473
01/07/2010,2010-01-07,901941,616491,1518432
01/08/2010,2010-01-08,937662,597434,1535096
01/09/2010,2010-01-09,550886,310265,861151
01/10/2010,2010-01-10,372942,216331,589273
01/11/2010,2010-01-11,983964,609826,1593790
01/12/2010,2010-01-12,1012053,626651,1638704
01/13/2010,2010-01-13,1031317,632953,1664270
01/14/2010,2010-01-14,1036398,641827,1678225
01/15/2010,2010-01-15,1043125,634202,1677327
01/16/2010,2010-01-16,616904,348293,965197
01/17/2010,2010-01-17,437665,251971,689636
01/18/2010,2010-01-18,672311,416744,1089055
01/19/2010,2010-01-19,1083689,661331,1745020
01/20/2010,2010-01-20,1069450,657695,1727145
01/21/2010,2010-01-21,1037561,659269,1696830
01/22/2010,2010-01-22,1061872,642443,1704315
01/23/2010,2010-01-23,636107,355143,991250
01/24/2010,2010-01-24,416766,239968,656734
01/25/2010,2010-01-25,1039778,645886,1685664
01/26/2010,2010-01-26,1037134,653753,1690887
01/27/2010,2010-01-27,1022417,648561,1670978
01/28/2010,2010-01-28,1002952,647250,1650202
01/29/2010,2010-01-29,918474,610943,1529417
01/30/2010,2010-01-30,636005,358140,994145
01/31/2010,2010-01-31,437345,249932,687277
02/01/2010,2010-02-01,1091041,648428,1739469
02/02/2010,2010-02-02,1062988,651659,1714647
02/03/2010,2010-02-03,1114266,661280,1775546
02/04/2010,2010-02-04,1090369,666455,1756824
02/05/2010,2010-02-05,1047904,641303,1689207
02/06/2010,2010-02-06,616747,354178,970925
02/07/2010,2010-02-07,417214,248644,665858
02/08/2010,2010-02-08,1006311,637392,1643703
02/09/2010,2010-02-09,913022,646792,1559814
02/10/2010,2010-02-10,939412,645430,1584842
02/11/2010,2010-02-11,921768,657486,1579254
02/12/2010,2010-02-12,886702,608456,1495158
02/13/2010,2010-02-13,641619,385945,1027564
02/14/2010,2010-02-14,486887,309746,796633
02/15/2010,2010-02-15,722405,483572,1205977
02/16/2010,2010-02-16,1028597,665769,1694366
02/17/2010,2010-02-17,1028817,663479,1692296
02/18/2010,2010-02-18,1026992,673127,1700119
02/19/2010,2010-02-19,1030451,658459,1688910
02/20/2010,2010-02-20,625306,379346,1004652
02/21/2010,2010-02-21,418101,256673,674774
02/22/2010,2010-02-22,953759,633739,1587498
02/23/2010,2010-02-23,1015116,659707,1674823
02/24/2010,2010-02-24,996077,660548,1656625
02/25/2010,2010-02-25,1000799,668380,1669179
02/26/2010,2010-02-26,999789,649111,1648900
02/27/2010,2010-02-27,603577,372769,976346
02/28/2010,2010-02-28,418652,259369,678021
03/01/2010,2010-03-01,893861,606818,1500679
03/02/2010,2010-03-02,1032445,666762,1699207
03/03/2010,2010-03-03,1062280,674355,1736635
03/04/2010,2010-03-04,1051738,680673,1732411
03/05/2010,2010-03-05,1036156,664445,1700601
03/06/2010,2010-03-06,662470,399749,1062219
03/07/2010,2010-03-07,418097,257932,676029
03/08/2010,2010-03-08,1013812,651269,1665081
03/09/2010,2010-03-09,1025242,665192,1690434
03/10/2010,2010-03-10,1030470,670440,1700910
03/11/2010,2010-03-11,994390,664881,1659271
03/12/2010,2010-03-12,1013971,662812,1676783
03/13/2010,2010-03-13,593823,443491,1037314
03/14/2010,2010-03-14,428683,273849,702532
03/15/2010,2010-03-15,996747,648605,1645352
03/16/2010,2010-03-16,1036185,679563,1715748
03/17/2010,2010-03-17,1043518,689789,1733307
03/18/2010,2010-03-18,1036643,690207,1726850
03/19/2010,2010-03-19,1022766,663983,1686749
03/20/2010,2010-03-20,505581,325253,830834
03/21/2010,2010-03-21,405115,271794,676909
03/22/2010,2010-03-22,981316,617250,1598566
03/23/2010,2010-03-23,1012454,638684,1651138
03/24/2010,2010-03-24,987466,633221,1620687
03/25/2010,2010-03-25,949845,629016,1578861
03/26/2010,2010-03-26,971169,632589,1603758
03/27/2010,2010-03-27,608093,373225,981318
03/28/2010,2010-03-28,413535,260956,674491
03/29/2010,2010-03-29,852199,601592,1453791
03/30/2010,2010-03-30,884276,625592,1509868
03/31/2010,2010-03-31,901476,645780,1547256
04/01/2010,2010-04-01,949879,673448,1623327
04/02/2010,2010-04-02,881173,601009,1482182
04/03/2010,2010-04-03,583966,340842,924808
04/04/2010,2010-04-04,400341,234963,635304
04/05/2010,2010-04-05,975213,657842,1633055
04/06/2010,2010-04-06,984899,664805,1649704
04/07/2010,2010-04-07,940753,666668,1607421
04/08/2010,2010-04-08,988825,683625,1672450
04/09/2010,2010-04-09,948808,679699,1628507
04/10/2010,2010-04-10,663179,440432,1103611
04/11/2010,2010-04-11,440552,289141,729693
04/12/2010,2010-04-12,1008809,689027,1697836
04/13/2010,2010-04-13,1031798,679327,1711125
04/14/2010,2010-04-14,1043690,714316,1758006
04/15/2010,2010-04-15,1040113,728178,1768291
04/16/2010,2010-04-16,1005953,706984,1712937
04/17/2010,2010-04-17,643599,438658,1082257
04/18/2010,2010-04-18,443588,309798,753386
04/19/2010,2010-04-19,1006105,663348,1669453
04/20/2010,2010-04-20,1023621,685488,1709109
04/21/2010,2010-04-21,1010968,682322,1693290
04/22/2010,2010-04-22,976688,683400,1660088
04/23/2010,2010-04-23,996166,671480,1667646
04/24/2010,2010-04-24,588835,385430,974265
04/25/2010,2010-04-25,387151,264966,652117
04/26/2010,2010-04-26,1014665,682134,1696799
04/27/2010,2010-04-27,1022698,697232,1719930
04/28/2010,2010-04-28,981925,695381,1677306
04/29/2010,2010-04-29,971157,697327,1668484
04/30/2010,2010-04-30,1032120,707210,1739330
05/01/2010,2010-05-01,668743,455658,1124401
05/02/2010,2010-05-02,458651,314736,773387
05/03/2010,2010-05-03,1051064,673932,1724996
05/04/2010,2010-05-04,1047595,687646,1735241
05/05/2010,2010-05-05,1033684,692081,1725765
05/06/2010,2010-05-06,1030345,690306,1720651
05/07/2010,2010-05-07,959307,650935,1610242
05/08/2010,2010-05-08,608071,379017,987088
05/09/2010,2010-05-09,439376,282516,721892
05/10/2010,2010-05-10,982426,680635,1663061
05/11/2010,2010-05-11,948970,668287,1617257
05/12/2010,2010-05-12,987926,682843,1670769
05/13/2010,2010-05-13,955701,664390,1620091
05/14/2010,2010-05-14,1022640,708596,1731236
05/15/2010,2010-05-15,632980,428608,1061588
05/16/2010,2010-05-16,446820,316780,763600
05/17/2010,2010-05-17,951092,643233,1594325
05/18/2010,2010-05-18,976377,669846,1646223
05/19/2010,2010-05-19,1009046,668811,1677857
05/20/2010,2010-05-20,982640,667152,1649792
05/21/2010,2010-05-21,949316,656659,1605975
05/22/2010,2010-05-22,646961,413263,1060224
05/23/2010,2010-05-23,490423,322958,813381
05/24/2010,2010-05-24,974382,650835,1625217
05/25/2010,2010-05-25,1005290,690144,1695434
05/26/2010,2010-05-26,1004824,688396,1693220
05/27/2010,2010-05-27,995700,697901,1693601
05/28/2010,2010-05-28,994671,694492,1689163
05/29/2010,2010-05-29,645684,455979,1101663
05/30/2010,2010-05-30,480340,367778,848118
05/31/2010,2010-05-31,347857,243566,591423
06/01/2010,2010-06-01,1024767,669261,1694028
06/02/2010,2010-06-02,990049,663107,1653156
06/03/2010,2010-06-03,1042401,688706,1731107
06/04/2010,2010-06-04,1013014,679386,1692400
06/05/2010,2010-06-05,596776,390596,987372
06/06/2010,2010-06-06,455093,308756,763849
06/07/2010,2010-06-07,1001595,679492,1681087
06/08/2010,2010-06-08,931456,652565,1584021
06/09/2010,2010-06-09,1032439,707821,1740260
06/10/2010,2010-06-10,1019373,707755,1727128
06/11/2010,2010-06-11,979074,845329,1824403
06/12/2010,2010-06-12,600914,444278,1045192
06/13/2010,2010-06-13,451434,348910,800344
06/14/2010,2010-06-14,955902,662467,1618369
06/15/2010,2010-06-15,948177,686852,1635029
06/16/2010,2010-06-16,1003968,723671,1727639
06/17/2010,2010-06-17,954409,719629,1674038
06/18/2010,2010-06-18,940534,693973,1634507
06/19/2010,2010-06-19,673052,472662,1145714
06/20/2010,2010-06-20,465420,301730,767150
06/21/2010,2010-06-21,868542,626192,1494734
06/22/2010,2010-06-22,916810,666558,1583368
06/23/2010,2010-06-23,820493,627767,1448260
06/24/2010,2010-06-24,931520,691266,1622786
06/25/2010,2010-06-25,941751,750414,1692165
06/26/2010,2010-06-26,646770,467943,1114713
06/27/2010,2010-06-27,439815,441824,881639
06/28/2010,2010-06-28,911187,698735,1609922
06/29/2010,2010-06-29,919886,716597,1636483
06/30/2010,2010-06-30,939032,726101,1665133
07/01/2010,2010-07-01,997162,802022,1799184
07/02/2010,2010-07-02,948286,728895,1677181
07/03/2010,2010-07-03,688185,498374,1186559
07/04/2010,2010-07-04,517771,431068,948839
07/05/2010,2010-07-05,490386,338754,829140
07/06/2010,2010-07-06,906377,637312,1543689
07/07/2010,2010-07-07,911994,656096,1568090
07/08/2010,2010-07-08,913888,665000,1578888
07/09/2010,2010-07-09,930427,676348,1606775
07/10/2010,2010-07-10,625843,418254,1044097
07/11/2010,2010-07-11,441707,304804,746511
07/12/2010,2010-07-12,916793,645066,1561859
07/13/2010,2010-07-13,944367,664923,1609290
07/14/2010,2010-07-14,938980,670046,1609026
07/15/2010,2010-07-15,934492,715607,1650099
07/16/2010,2010-07-16,928476,753901,1682377
07/17/2010,2010-07-17,653987,518643,1172630
07/18/2010,2010-07-18,453952,378151,832103
07/19/2010,2010-07-19,927114,681084,1608198
07/20/2010,2010-07-20,938739,692212,1630951
07/21/2010,2010-07-21,951550,705647,1657197
07/22/2010,2010-07-22,927185,670399,1597584
07/23/2010,2010-07-23,879035,677196,1556231
07/24/2010,2010-07-24,571189,416540,987729
07/25/2010,2010-07-25,472911,351173,824084
07/26/2010,2010-07-26,915404,658817,1574221
07/27/2010,2010-07-27,935330,670382,1605712
07/28/2010,2010-07-28,908070,667607,1575677
07/29/2010,2010-07-29,933636,684987,1618623
07/30/2010,2010-07-30,943778,683141,1626919
07/31/2010,2010-07-31,657365,450680,1108045
08/01/2010,2010-08-01,491220,348968,840188
08/02/2010,2010-08-02,913649,660658,1574307
08/03/2010,2010-08-03,927125,668186,1595311
08/04/2010,2010-08-04,880047,663305,1543352
08/05/2010,2010-08-05,949218,698256,1647474
08/06/2010,2010-08-06,947220,791899,1739119
08/07/2010,2010-08-07,668567,551140,1219707
08/08/2010,2010-08-08,464239,415228,879467
08/09/2010,2010-08-09,902342,647949,1550291
08/10/2010,2010-08-10,909752,662126,1571878
08/11/2010,2010-08-11,902498,661211,1563709
08/12/2010,2010-08-12,908352,666665,1575017
08/13/2010,2010-08-13,918501,665794,1584295
08/14/2010,2010-08-14,688021,460503,1148524
08/15/2010,2010-08-15,507105,359893,866998
08/16/2010,2010-08-16,907011,648950,1555961
08/17/2010,2010-08-17,909673,659235,1568908
08/18/2010,2010-08-18,935381,676787,1612168
08/19/2010,2010-08-19,940943,688195,1629138
08/20/2010,2010-08-20,928525,688864,1617389
08/21/2010,2010-08-21,662928,462355,1125283
08/22/2010,2010-08-22,470110,336654,806764
08/23/2010,2010-08-23,941694,650532,1592226
08/24/2010,2010-08-24,962622,674401,1637023
08/25/2010,2010-08-25,973800,689560,1663360
08/26/2010,2010-08-26,978212,694660,1672872
08/27/2010,2010-08-27,991691,700296,1691987
08/28/2010,2010-08-28,678949,458504,1137453
08/29/2010,2010-08-29,471725,334378,806103
08/30/2010,2010-08-30,960273,673150,1633423
08/31/2010,2010-08-31,980388,693348,1673736
09/01/2010,2010-09-01,1014776,696657,1711433
09/02/2010,2010-09-02,964759,679832,1644591
09/03/2010,2010-09-03,996297,721206,1717503
09/04/2010,2010-09-04,671418,475332,1146750
09/05/2010,2010-09-05,497194,399389,896583
09/06/2010,2010-09-06,453040,319536,772576
09/07/2010,2010-09-07,1067665,723135,1790800
09/08/2010,2010-09-08,1078904,744212,1823116
09/09/2010,2010-09-09,1053439,729328,1782767
09/10/2010,2010-09-10,1067844,740993,1808837
09/11/2010,2010-09-11,620475,438303,1058778
09/12/2010,2010-09-12,478785,343875,822660
09/13/2010,2010-09-13,1064113,722939,1787052
09/14/2010,2010-09-14,1073013,743702,1816715
09/15/2010,2010-09-15,1077313,757144,1834457
09/16/2010,2010-09-16,1030218,751525,1781743
09/17/2010,2010-09-17,1070710,777601,1848311
09/18/2010,2010-09-18,602888,457774,1060662
09/19/2010,2010-09-19,463244,335858,799102
09/20/2010,2010-09-20,1040338,712870,1753208
09/21/2010,2010-09-21,1068204,750363,1818567
09/22/2010,2010-09-22,1038052,751724,1789776
09/23/2010,2010-09-23,1067715,767134,1834849
09/24/2010,2010-09-24,966185,750033,1716218
09/25/2010,2010-09-25,647044,486430,1133474
09/26/2010,2010-09-26,439578,331103,770681
09/27/2010,2010-09-27,1030264,725559,1755823
09/28/2010,2010-09-28,1049114,732828,1781942
09/29/2010,2010-09-29,1044807,734953,1779760
09/30/2010,2010-09-30,1040445,748851,1789296
10/01/2010,2010-10-01,1095244,742857,1838101
10/02/2010,2010-10-02,620784,423372,1044156
10/03/2010,2010-10-03,451850,307659,759509
10/04/2010,2010-10-04,1049060,710406,1759466
10/05/2010,2010-10-05,1062843,726247,1789090
10/06/2010,2010-10-06,1057375,730113,1787488
10/07/2010,2010-10-07,1048120,753345,1801465
10/08/2010,2010-10-08,1060557,753053,1813610
10/09/2010,2010-10-09,683056,503343,1186399
10/10/2010,2010-10-10,453193,489078,942271
10/11/2010,2010-10-11,824834,627449,1452283
10/12/2010,2010-10-12,1068010,736048,1804058
10/13/2010,2010-10-13,1024910,726372,1751282
10/14/2010,2010-10-14,1060257,750943,1811200
10/15/2010,2010-10-15,1067602,753653,1821255
10/16/2010,2010-10-16,674323,477876,1152199
10/17/2010,2010-10-17,470817,337407,808224
10/18/2010,2010-10-18,1038903,717627,1756530
10/19/2010,2010-10-19,1057820,729779,1787599
10/20/2010,2010-10-20,1061125,733950,1795075
10/21/2010,2010-10-21,1053153,747116,1800269
10/22/2010,2010-10-22,987323,727707,1715030
10/23/2010,2010-10-23,624770,451848,1076618
10/24/2010,2010-10-24,443462,319622,763084
10/25/2010,2010-10-25,1030602,710784,1741386
10/26/2010,2010-10-26,948119,691241,1639360
10/27/2010,2010-10-27,1051715,739161,1790876
10/28/2010,2010-10-28,1023047,735281,1758328
10/29/2010,2010-10-29,1027443,725760,1753203
10/30/2010,2010-10-30,653147,447410,1100557
10/31/2010,2010-10-31,451532,321535,773067
11/01/2010,2010-11-01,1050239,702890,1753129
11/02/2010,2010-11-02,1053066,711219,1764285
11/03/2010,2010-11-03,1067432,725866,1793298
11/04/2010,2010-11-04,1036639,731024,1767663
11/05/2010,2010-11-05,1034503,723652,1758155
11/06/2010,2010-11-06,641520,455652,1097172
11/07/2010,2010-11-07,453831,305880,759711
11/08/2010,2010-11-08,1046515,709569,1756084
11/09/2010,2010-11-09,1058688,721276,1779964
11/10/2010,2010-11-10,1065459,729087,1794546
11/11/2010,2010-11-11,882944,660145,1543089
11/12/2010,2010-11-12,951645,714781,1666426
11/13/2010,2010-11-13,600900,436971,1037871
11/14/2010,2010-11-14,483592,306831,790423
11/15/2010,2010-11-15,1013081,704470,1717551
11/16/2010,2010-11-16,1041704,720439,1762143
11/17/2010,2010-11-17,1033004,717114,1750118
11/18/2010,2010-11-18,984043,712787,1696830
11/19/2010,2010-11-19,1038686,715507,1754193
11/20/2010,2010-11-20,640618,545276,1185894
11/21/2010,2010-11-21,437682,295297,732979
11/22/2010,2010-11-22,957125,667375,1624500
11/23/2010,2010-11-23,1006493,698730,1705223
11/24/2010,2010-11-24,898974,621938,1520912
11/25/2010,2010-11-25,312756,195258,508014
11/26/2010,2010-11-26,557867,369071,926938
11/27/2010,2010-11-27,517892,340136,858028
11/28/2010,2010-11-28,401514,271093,672607
11/29/2010,2010-11-29,974393,658026,1632419
11/30/2010,2010-11-30,970873,672281,1643154
12/01/2010,2010-12-01,999878,678039,1677917
12/02/2010,2010-12-02,1008349,688764,1697113
12/03/2010,2010-12-03,985527,691211,1676738
12/04/2010,2010-12-04,586500,407739,994239
12/05/2010,2010-12-05,406680,277309,683989
12/06/2010,2010-12-06,944575,641755,1586330
12/07/2010,2010-12-07,954467,652015,1606482
12/08/2010,2010-12-08,968593,662398,1630991
12/09/2010,2010-12-09,957337,667827,1625164
12/10/2010,2010-12-10,986800,682824,1669624
12/11/2010,2010-12-11,573203,388409,961612
12/12/2010,2010-12-12,330377,249350,579727
12/13/2010,2010-12-13,829736,598167,1427903
12/14/2010,2010-12-14,888812,623467,1512279
12/15/2010,2010-12-15,922552,640490,1563042
12/16/2010,2010-12-16,919713,644539,1564252
12/17/2010,2010-12-17,932601,642967,1575568
12/18/2010,2010-12-18,570331,370965,941296
12/19/2010,2010-12-19,404153,269162,673315
12/20/2010,2010-12-20,791684,573110,1364794
12/21/2010,2010-12-21,786351,574097,1360448
12/22/2010,2010-12-22,786757,558711,1345468
12/23/2010,2010-12-23,740052,489295,1229347
12/24/2010,2010-12-24,513353,261461,774814
12/25/2010,2010-12-25,233266,128261,361527
12/26/2010,2010-12-26,346331,215163,561494
12/27/2010,2010-12-27,673638,435925,1109563
12/28/2010,2010-12-28,717933,490978,1208911
12/29/2010,2010-12-29,731000,513271,1244271
12/30/2010,2010-12-30,754297,524961,1279258
12/31/2010,2010-12-31,609114,391713,1000827
01/01/2011,2011-01-01,342872,239754,582626
01/02/2011,2011-01-02,364165,225886,590051
01/03/2011,2011-01-03,925770,581035,1506805
01/04/2011,2011-01-04,946232,621057,1567289
01/05/2011,2011-01-05,950712,624027,1574739
01/06/2011,2011-01-06,939518,625246,1564764
01/07/2011,2011-01-07,927173,622084,1549257
01/08/2011,2011-01-08,540394,333951,874345
01/09/2011,2011-01-09,380762,237361,618123
01/10/2011,2011-01-10,966448,639852,1606300
01/11/2011,2011-01-11,923590,654856,1578446
01/12/2011,2011-01-12,960115,657426,1617541
01/13/2011,2011-01-13,969691,661269,1630960
01/14/2011,2011-01-14,983953,656551,1640504
01/15/2011,2011-01-15,567710,355580,923290
01/16/2011,2011-01-16,386280,260631,646911
01/17/2011,2011-01-17,613773,422788,1036561
01/18/2011,2011-01-18,991055,678327,1669382
01/19/2011,2011-01-19,1006033,679355,1685388
01/20/2011,2011-01-20,975376,674347,1649723
01/21/2011,2011-01-21,853208,598356,1451564
01/22/2011,2011-01-22,522699,330666,853365
01/23/2011,2011-01-23,375396,253697,629093
01/24/2011,2011-01-24,972155,654573,1626728
01/25/2011,2011-01-25,1006376,680037,1686413
01/26/2011,2011-01-26,1014944,681652,1696596
01/27/2011,2011-01-27,994412,685346,1679758
01/28/2011,2011-01-28,930518,655861,1586379
01/29/2011,2011-01-29,617408,381200,998608
01/30/2011,2011-01-30,406547,254689,661236
01/31/2011,2011-01-31,1001892,670399,1672291
02/01/2011,2011-02-01,814985,640223,1455208
02/02/2011,2011-02-02,219234,209287,428521
02/03/2011,2011-02-03,732420,580480,1312900
02/04/2011,2011-02-04,933210,715546,1648756
02/05/2011,2011-02-05,615765,400440,1016205
02/06/2011,2011-02-06,402275,273038,675313
02/07/2011,2011-02-07,996782,693321,1690103
02/08/2011,2011-02-08,986388,697441,1683829
02/09/2011,2011-02-09,941631,676705,1618336
02/10/2011,2011-02-10,940692,676869,1617561
02/11/2011,2011-02-11,965062,659696,1624758
02/12/2011,2011-02-12,663253,415060,1078313
02/13/2011,2011-02-13,474048,303381,777429
02/14/2011,2011-02-14,1064293,708790,1773083
02/15/2011,2011-02-15,1041367,702586,1743953
02/16/2011,2011-02-16,1050045,709634,1759679
02/17/2011,2011-02-17,1046143,719471,1765614
02/18/2011,2011-02-18,1053474,710682,1764156
02/19/2011,2011-02-19,675487,431010,1106497
02/20/2011,2011-02-20,385554,261695,647249
02/21/2011,2011-02-21,706507,504444,1210951
02/22/2011,2011-02-22,1004067,692661,1696728
02/23/2011,2011-02-23,1026312,701009,1727321
02/24/2011,2011-02-24,1030542,708692,1739234
02/25/2011,2011-02-25,1015416,691267,1706683
02/26/2011,2011-02-26,601634,393242,994876
02/27/2011,2011-02-27,419643,278593,698236
02/28/2011,2011-02-28,1007930,681614,1689544
03/01/2011,2011-03-01,1064543,709683,1774226
03/02/2011,2011-03-02,1038790,702291,1741081
03/03/2011,2011-03-03,1057767,709973,1767740
03/04/2011,2011-03-04,1019568,681216,1700784
03/05/2011,2011-03-05,581121,375814,956935
03/06/2011,2011-03-06,428668,275314,703982
03/07/2011,2011-03-07,889994,640899,1530893
03/08/2011,2011-03-08,1054432,710380,1764812
03/09/2011,2011-03-09,1014632,697366,1711998
03/10/2011,2011-03-10,1019921,707389,1727310
03/11/2011,2011-03-11,1047012,708603,1755615
03/12/2011,2011-03-12,630826,500559,1131385
03/13/2011,2011-03-13,429046,284406,713452
03/14/2011,2011-03-14,1019671,686277,1705948
03/15/2011,2011-03-15,1025714,699145,1724859
03/16/2011,2011-03-16,1057440,725095,1782535
03/17/2011,2011-03-17,1039329,730561,1769890
03/18/2011,2011-03-18,1028193,706274,1734467
03/19/2011,2011-03-19,661882,426128,1088010
03/20/2011,2011-03-20,397653,263022,660675
03/21/2011,2011-03-21,1009091,661503,1670594
03/22/2011,2011-03-22,964687,653024,1617711
03/23/2011,2011-03-23,1000324,667467,1667791
03/24/2011,2011-03-24,984660,671765,1656425
03/25/2011,2011-03-25,995334,661865,1657199
03/26/2011,2011-03-26,603928,387317,991245
03/27/2011,2011-03-27,421290,276610,697900
03/28/2011,2011-03-28,1005055,674351,1679406
03/29/2011,2011-03-29,1018975,688681,1707656
03/30/2011,2011-03-30,1022399,692860,1715259
03/31/2011,2011-03-31,958648,709483,1668131
04/01/2011,2011-04-01,960123,712981,1673104
04/02/2011,2011-04-02,688873,457067,1145940
04/03/2011,2011-04-03,450017,305328,755345
04/04/2011,2011-04-04,1021955,695709,1717664
04/05/2011,2011-04-05,1063835,723943,1787778
04/06/2011,2011-04-06,1032831,725191,1758022
04/07/2011,2011-04-07,982880,719890,1702770
04/08/2011,2011-04-08,1006956,701186,1708142
04/09/2011,2011-04-09,675312,462038,1137350
04/10/2011,2011-04-10,483207,359065,842272
04/11/2011,2011-04-11,999639,696423,1696062
04/12/2011,2011-04-12,1036334,717458,1753792
04/13/2011,2011-04-13,1040300,721206,1761506
04/14/2011,2011-04-14,1016435,720731,1737166
04/15/2011,2011-04-15,966032,691935,1657967
04/16/2011,2011-04-16,587114,398192,985306
04/17/2011,2011-04-17,452131,306186,758317
04/18/2011,2011-04-18,861574,655013,1516587
04/19/2011,2011-04-19,862770,627085,1489855
04/20/2011,2011-04-20,895201,684367,1579568
04/21/2011,2011-04-21,919676,685284,1604960
04/22/2011,2011-04-22,767236,583531,1350767
04/23/2011,2011-04-23,644228,421767,1065995
04/24/2011,2011-04-24,415484,274724,690208
04/25/2011,2011-04-25,970581,685301,1655882
